YARDSTOGO,SCOREDIFF,TIMELEFT,TRUEFIELD,CONCEPT_8,CONCEPT_9,YARDSGAINED_Mean,AVG_OVER_TOGO,prob_FIRST,TARGET_1ST,STRAT_1ST,RUN_PASS_RUN,PLAYID_PASS4,PLAYID_PASS5,PLAYID_PASS6,PLAYID_PASS7,PLAYID_PASS8,PLAYID_PASS9,PLAYID_RUN1,PLAYID_RUN2,PLAYID_RUN3,PLAYID_RUN5,TEE_SHORT,TEE_MED,TEE_LONG,TEE_XLONG,DOWNNAME_1st,DOWNNAME_3rd
3,7,975,25,1,9,6.430769000000001,2.143589667,0.69781231,1,SHORT1st1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
11,0,1050,35,5,5,4.756098000000001,0.432372545,0.139550784,0,XLONG3rd0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6,7,120,15,5,7,8.276163,1.3793605,0.5835983,1,MED3rd1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,0,1050,5,4,9,8.164835,1.632967,0.6015727270000001,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,7,600,35,5,3,5.243243,0.873873833,0.5359476129999999,1,MED3rd1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,7,60,45,8,9,12.42,2.484,0.551141743,1,MED3rd1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6,7,600,45,3,0,5.62,0.936666667,0.522084463,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4,7,60,15,8,3,11.895105000000001,2.97377625,0.584501471,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
10,0,1050,45,8,9,12.42,1.242,0.514951936,1,LONG3rd1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,-7,480,35,4,2,8.164835,4.0824175,0.560773049,1,SHORT3rd1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,-7,720,5,8,3,11.895105000000001,2.379021,0.557713241,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
11,7,180,35,3,5,5.142857,0.467532455,0.26689967800000003,0,XLONG3rd0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
9,0,120,35,2,0,6.36,0.706666667,0.26380737,0,LONG3rd0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
11,-7,90,45,5,5,4.756098000000001,0.432372545,0.20952401199999998,0,XLONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
10,7,900,15,4,9,8.164835,0.8164835,0.32052321300000003,0,LONG1st0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2,-7,300,25,3,2,6.464789,3.2323945,0.663567673,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8,0,180,25,5,7,8.276163,1.034520375,0.461853797,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,0,1050,25,9,1,14.8,4.933333333,0.7704504609999999,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11,7,1050,25,5,2,4.756098000000001,0.432372545,0.296960004,0,XLONG3rd0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9,-7,1200,25,1,1,5.277778,0.586419778,0.517516341,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4,7,600,25,6,7,13.196295999999998,3.2990739999999996,0.519677626,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,480,15,5,7,8.276163,8.276163,0.781463775,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0,1050,15,8,3,11.895105000000001,3.965035,0.7450109779999999,1,SHORT3rd1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5,7,1140,35,3,2,6.464789,1.2929578000000002,0.653013078,1,MED3rd1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5,0,975,25,2,1,5.971223,1.1942446000000002,0.419072001,0,MED1st0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7,0,120,35,5,3,4.756098000000001,0.6794425709999999,0.49148490200000006,0,LONG3rd0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4,-7,1200,25,2,1,5.971223,1.49280575,0.563647469,1,MED3rd1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,0,480,15,6,5,13.196295999999998,4.398765333,0.633362388,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6,-7,975,25,4,7,8.164835,1.3608058330000001,0.645911143,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,7,60,45,9,9,15.638176999999999,1.421652455,0.31488957100000003,0,XLONG1st0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
6,0,1050,25,9,1,14.8,2.4666666669999997,0.684265494,1,MED1st1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9,0,975,45,5,3,5.243243,0.582582556,0.68738549,1,LONG3rd1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,7,600,15,9,1,14.8,1.85,0.49049997700000003,0,LONG3rd0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7,0,480,35,1,3,5.7619050000000005,0.8231292859999999,0.43965414,0,LONG3rd0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6,-7,600,25,1,1,5.277778,0.879629667,0.80125823,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3,7,900,45,9,9,15.638176999999999,5.212725667,0.826544195,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,0,30,25,5,3,4.756098000000001,1.585366,0.646543916,1,SHORT1st1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,7,480,5,6,2,13.16,13.16,0.34873943799999996,0,SHORT3rd0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-7,90,45,8,1,12.42,12.42,0.43088832899999996,0,SHORT1st0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8,-7,720,25,7,1,10.717391000000001,1.339673875,0.307862266,0,LONG1st0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,-7,30,25,9,0,14.309091,1.589899,0.23725886899999998,0,LONG1st0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2,7,1140,45,4,4,8.164835,4.0824175,0.686872012,1,SHORT3rd1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,7,60,5,2,9,5.4195400000000005,1.3548850000000001,0.51478468,1,MED3rd1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,7,900,25,3,3,6.005976,2.001992,0.7601269829999999,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9,-7,90,25,7,3,10.824561,1.2027290000000002,0.38712029200000003,0,LONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
8,7,600,15,5,5,8.276163,1.034520375,0.49998407200000006,0,LONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,0,480,25,7,1,10.717391000000001,1.339673875,0.30245248399999997,0,LONG1st0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,-7,90,45,6,7,13.196295999999998,13.196295999999998,0.788888867,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-7,720,35,5,2,8.276163,8.276163,0.7052070290000001,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-7,90,15,5,1,4.756098000000001,4.756098000000001,0.83889274,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11,-7,720,25,1,9,6.430769000000001,0.584615364,0.23883999,0,XLONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4,0,480,35,2,9,5.4195400000000005,1.3548850000000001,0.205701756,0,MED1st0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
10,7,900,25,2,1,5.971223,0.5971223000000001,0.634916454,1,LONG1st1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3,-7,975,35,8,1,12.42,4.14,0.178600315,0,SHORT3rd0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
8,-7,300,35,6,7,13.196295999999998,1.6495369999999998,0.280282258,0,LONG1st0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,0,120,25,5,7,8.276163,4.1380815,0.27289117,0,SHORT1st0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,0,60,25,5,3,4.756098000000001,2.3780490000000003,0.7048083490000001,1,SHORT1st1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5,0,120,35,4,2,8.164835,1.632967,0.729637202,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4,7,180,15,5,5,8.276163,2.06904075,0.44664728,0,MED3rd0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,480,45,5,5,8.276163,2.758721,0.7042884779999999,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,0,975,35,7,0,10.717391000000001,3.572463667,0.6507542829999999,1,SHORT3rd1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,0,30,25,2,9,5.4195400000000005,1.806513333,0.623318842,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6,7,180,25,6,3,11.02,1.8366666669999998,0.503312003,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8,-7,300,45,1,9,6.430769000000001,0.803846125,0.5457240729999999,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8,7,180,45,1,9,6.430769000000001,0.803846125,0.607569806,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
11,0,480,35,5,5,8.276163,0.752378455,0.200011081,0,XLONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,-7,300,25,1,0,5.62,2.81,0.376299909,0,SHORT1st0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5,-7,90,15,5,5,8.276163,1.6552326000000002,0.651039591,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,0,1050,45,8,9,12.42,1.5525,0.35633098,0,LONG1st0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,-7,90,45,8,1,12.42,12.42,0.772994865,1,SHORT1st1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8,0,1050,25,5,8,8.276163,1.034520375,0.68100209,1,LONG3rd1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,7,600,35,5,3,5.243243,1.31081075,0.5444465620000001,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,7,1200,35,9,9,15.638176999999999,2.606362833,0.382363901,0,MED3rd0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,0,600,5,2,9,5.4195400000000005,1.3548850000000001,0.705799982,1,MED3rd1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4,-7,900,15,7,9,10.717391000000001,2.67934775,0.29242017600000003,0,MED1st0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6,-7,90,15,8,3,11.895105000000001,1.9825175,0.580367159,1,MED3rd1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7,-7,90,45,5,9,8.276163,1.182309,0.38091270299999996,0,LONG1st0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,0,30,15,5,7,8.276163,1.6552326000000002,0.5708699070000001,1,MED1st1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9,7,60,15,2,9,5.4195400000000005,0.602171111,0.331137581,0,LONG3rd0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2,-7,90,5,2,7,8.815789,4.4078945,0.669796925,1,SHORT1st1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8,7,90,35,1,3,5.7619050000000005,0.720238125,0.73111976,1,LONG1st1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
6,7,900,35,6,7,13.196295999999998,2.199382667,0.629496085,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
10,0,840,25,2,9,5.4195400000000005,0.541954,0.301737429,0,LONG1st0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
11,0,120,35,7,1,10.717391000000001,0.974308273,0.308163335,0,XLONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
6,7,900,15,5,7,8.276163,1.3793605,0.520815476,1,MED3rd1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,-7,720,45,8,1,12.42,6.21,0.675049848,1,SHORT1st1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3,-7,720,15,9,1,14.8,4.933333333,0.7578197529999999,1,SHORT3rd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,-7,90,5,6,2,13.16,6.58,0.683649848,1,SHORT1st1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8,-7,30,35,6,7,13.196295999999998,1.6495369999999998,0.627939111,1,LONG1st1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
7,0,720,35,5,3,4.756098000000001,0.6794425709999999,0.30880874399999997,0,LONG3rd0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,1200,35,2,9,5.4195400000000005,5.4195400000000005,0.657367597,1,SHORT1st1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,480,45,3,5,5.142857,5.142857,0.7718065690000001,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,-7,1200,45,9,9,15.638176999999999,15.638176999999999,0.43875431,0,SHORT3rd0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,840,45,3,8,5.483871,5.483871,0.67970798,1,SHORT3rd1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
6,7,60,15,1,0,5.62,0.936666667,0.648180008,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
10,7,60,45,4,1,6.216667,0.6216666999999999,0.467477536,0,LONG3rd0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,0,30,45,3,1,5.62,0.624444444,0.30807216600000004,0,LONG3rd0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6,7,90,25,1,2,3.166667,0.5277778329999999,0.538815619,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9,-7,300,15,5,1,4.756098000000001,0.5284553329999999,0.514597269,1,LONG3rd1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,-7,975,45,5,7,8.276163,8.276163,0.772994865,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,7,120,45,3,0,5.62,0.802857143,0.719358915,1,LONG1st1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2,7,975,25,5,3,4.756098000000001,2.3780490000000003,0.41660081299999996,0,SHORT3rd0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8,0,840,35,1,2,3.166667,0.395833375,0.443463295,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
10,-7,1200,35,9,0,14.309091,1.4309091,0.399037956,0,LONG1st0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
9,-7,1200,15,5,5,8.276163,0.919573667,0.521827014,1,LONG3rd1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,0,840,25,3,5,5.142857,0.467532455,0.186396836,0,XLONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
8,-7,720,35,5,3,4.756098000000001,0.59451225,0.325618474,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,30,45,6,7,13.196295999999998,13.196295999999998,0.843600998,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9,0,120,35,3,3,6.005976,0.667330667,0.440069062,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3,7,900,15,2,3,5.971223,1.990407667,0.7655282929999999,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6,7,60,35,1,3,5.7619050000000005,0.9603174999999999,0.590574078,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,0,120,15,2,9,5.4195400000000005,2.7097700000000002,0.652428818,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,0,30,25,1,0,5.62,2.81,0.723045246,1,SHORT3rd1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4,-7,975,25,8,2,13.629629999999999,3.4074074999999997,0.7361391759999999,1,MED3rd1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8,7,60,25,5,3,4.756098000000001,0.59451225,0.294518894,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,7,900,45,7,3,10.824561,2.70614025,0.5837923979999999,1,MED1st1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7,-7,720,25,9,9,15.638176999999999,2.234025286,0.43783285,0,LONG3rd0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,-7,1200,15,9,2,16.634615,4.15865375,0.334813558,0,MED3rd0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5,7,1140,45,1,7,5.62,1.124,0.574431072,1,MED1st1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,30,5,1,9,6.430769000000001,6.430769000000001,0.665575312,1,SHORT1st1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,7,180,15,2,9,5.4195400000000005,2.7097700000000002,0.6867001209999999,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,-7,300,15,1,0,5.62,5.62,0.724332957,1,SHORT3rd1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,-7,1200,45,5,7,8.276163,8.276163,0.849743101,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,7,600,5,5,7,8.276163,2.758721,0.649909424,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,7,90,45,5,4,4.756098000000001,0.792683,0.6459740110000001,1,MED1st1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
10,7,1140,35,7,1,10.717391000000001,1.0717391,0.431303308,0,LONG3rd0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3,7,1140,25,9,8,15.638176999999999,5.212725667,0.356558606,0,SHORT3rd0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,-7,975,45,5,5,4.756098000000001,0.47560979999999997,0.267151935,0,LONG1st0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6,0,480,45,1,7,5.62,0.936666667,0.64927878,1,MED3rd1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8,0,1140,35,5,3,4.756098000000001,0.59451225,0.522778051,1,LONG1st1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,0,1200,15,5,2,4.756098000000001,2.3780490000000003,0.670846535,1,SHORT1st1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
10,0,840,35,3,8,5.483871,0.5483871,0.45480981,0,LONG1st0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5,-7,300,5,1,3,5.7619050000000005,1.1523809999999999,0.409532106,0,MED1st0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
9,7,180,25,5,9,8.276163,0.919573667,0.358380804,0,LONG3rd0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-7,975,25,7,3,10.824561,10.824561,0.68917426,1,SHORT1st1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
10,0,1050,15,1,0,5.62,0.562,0.43934475100000003,0,LONG3rd0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,0,30,35,8,5,13.416667000000002,1.916666714,0.696785975,1,LONG1st1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
8,0,120,25,5,2,4.756098000000001,0.59451225,0.663510953,1,LONG3rd1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6,0,480,15,9,1,14.8,2.4666666669999997,0.288823051,0,MED1st0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4,0,60,15,3,3,6.005976,1.501494,0.308207091,0,MED3rd0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,60,45,1,2,3.166667,3.166667,0.7336757070000001,1,SHORT1st1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7,0,300,45,9,9,15.638176999999999,2.234025286,0.689454608,1,LONG3rd1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,120,15,1,0,5.62,5.62,0.691002177,1,SHORT3rd1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6,7,900,35,8,1,12.42,2.07,0.646876294,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
11,0,120,35,3,8,5.483871,0.49853372700000004,0.287079723,0,XLONG3rd0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
3,-7,300,25,4,9,8.164835,2.721611667,0.6534472410000001,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,90,45,9,9,15.638176999999999,15.638176999999999,0.378209766,0,SHORT1st0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7,-7,975,25,8,1,12.42,1.7742857140000001,0.225706689,0,LONG1st0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
10,-7,1200,15,1,5,7.482759,0.7482759,0.509654022,1,LONG3rd1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5,-7,90,5,5,7,8.276163,1.6552326000000002,0.328475072,0,MED1st0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,0,900,5,4,9,8.164835,2.721611667,0.782797119,1,SHORT1st1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8,0,600,25,8,1,12.42,1.5525,0.322565079,0,LONG3rd0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7,7,180,35,1,3,5.7619050000000005,0.8231292859999999,0.447935555,0,LONG1st0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
11,0,600,25,6,9,13.70354,1.2457763640000001,0.6080971620000001,1,XLONG1st1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4,-7,300,45,6,7,13.196295999999998,3.2990739999999996,0.732078845,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,7,600,45,7,3,10.824561,3.6081870000000005,0.826544195,1,SHORT3rd1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,-7,1200,25,5,7,8.276163,8.276163,0.625145662,1,SHORT3rd1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,-7,1200,5,4,9,8.164835,1.632967,0.61336716,1,MED3rd1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,30,25,3,2,6.464789,3.2323945,0.669280229,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,-7,300,15,4,9,8.164835,8.164835,0.650873658,1,SHORT3rd1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,7,300,25,6,1,14.717948999999999,3.67948725,0.790041964,1,MED3rd1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5,-7,90,35,6,9,13.70354,2.740708,0.560426406,1,MED1st1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4,0,30,35,4,3,8.164835,2.04120875,0.5213116210000001,1,MED1st1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,-7,300,15,6,5,13.196295999999998,6.598147999999999,0.7931744959999999,1,SHORT3rd1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,480,45,5,7,8.276163,2.758721,0.603926128,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,30,5,1,0,5.62,5.62,0.792307918,1,SHORT1st1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,-7,90,35,2,9,5.4195400000000005,2.7097700000000002,0.624418987,1,SHORT3rd1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5,-7,975,35,7,2,10.717391000000001,2.1434782,0.762021996,1,MED1st1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8,0,480,25,9,0,14.309091,1.788636375,0.6063830610000001,1,LONG3rd1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5,0,120,15,2,1,5.971223,1.1942446000000002,0.658399823,1,MED1st1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
11,7,90,15,1,0,5.62,0.510909091,0.540110267,1,XLONG1st1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
9,7,600,35,3,4,6.005976,0.667330667,0.43841046200000006,0,LONG3rd0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,-7,480,45,1,5,7.482759,3.7413795,0.651231282,1,SHORT3rd1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,840,35,9,0,14.309091,7.1545455,0.624152814,1,SHORT1st1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,0,840,25,2,9,5.4195400000000005,1.083908,0.575360219,1,MED1st1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6,0,600,35,3,8,5.483871,0.9139785,0.759701995,1,MED1st1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5,0,300,35,8,5,13.416667000000002,2.6833334,0.628462105,1,MED1st1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8,0,120,35,2,0,6.36,0.795,0.44025716,0,LONG1st0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,-7,1050,25,9,1,14.8,3.7,0.5689030979999999,1,MED1st1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,-7,720,45,3,8,5.483871,5.483871,0.693156533,1,SHORT1st1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
5,0,480,45,7,3,10.824561,2.1649122000000003,0.5141342529999999,1,MED1st1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,-7,300,5,5,5,8.276163,2.758721,0.5717321879999999,1,SHORT1st1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
